number, name, year, director, screenwriter, roles, style, countries, language, date, long, imdb, evaluation
1856,纳尼亚传奇2：凯斯宾王子 The Chronicles of Narnia: Prince Caspian,2008,['安德鲁·亚当森'],"['安德鲁·亚当森', '克里斯托弗·马库斯', '斯蒂芬·麦克菲利', 'C·S·刘易斯']","['乔芝·韩莉', '斯堪德·凯恩斯', '安娜·帕波维尔', '蒂尔达·斯文顿', '本·巴恩斯', '连姆·尼森', '威廉·莫斯里']","['动作', '奇幻', '冒险']", 美国 / 波兰 / 斯洛文尼亚 / 捷克, 英语,2008-05-16(美国),150分钟, tt0499448,7.0
1857,地狱男爵：血皇后崛起 Hellboy,2019,['尼尔·马歇尔'],"['安德鲁·考斯比', '迈克·米格诺拉']","['大卫·哈伯', '米拉·乔沃维奇', '金大贤', '伊恩·麦柯肖恩', '埃利斯戴尔·皮特里', '萨莎·莱恩', '托马斯·哈登·丘奇', '佩内洛普·米契尔', '苏菲·奥康内多', '布莱恩·格里森', '克里斯蒂娜·克莱伯', '阿什丽·艾德纳', '道格拉斯·泰特', '贝恩·科拉科', '阿塔纳斯·斯雷布雷夫', '凡妮莎·艾科尔兹', '莱拉·莫尔斯']","['动作', '奇幻', '冒险']", 美国, 英语,2020-11-09(中国大陆),120分钟, tt2274648,5.7
1867,雨果 Hugo,2011,['马丁·斯科塞斯'],"['约翰·洛根', '布赖恩·塞尔兹尼克']","['阿萨·巴特菲尔德', '科洛·莫瑞兹', '本·金斯利', '萨莎·拜伦·科恩', '裘德·洛', '雷·温斯顿', '克里斯托弗·李', '理查德·格雷弗斯', '海伦·麦克洛瑞', '弗朗西斯·德·拉·图瓦', '迈克尔·斯图巴', '艾米莉·莫迪默', '马丁·斯科塞斯']","['剧情', '儿童', '奇幻', '冒险']", 英国 / 美国 / 法国, 英语,2012-05-31(中国大陆),127分钟, tt0970179,7.7
1870,勇敢者的游戏 Jumanji,1995,['乔·庄斯顿'],"['乔纳森·汉斯雷', '格雷格·泰勒', '吉姆·斯特兰', '克里斯·范·奥斯伯格']","['罗宾·威廉姆斯', '乔纳森·海德', '克斯汀·邓斯特', '布莱德利·皮尔斯', '派翠西娅·克拉克森', '邦尼·亨特']","['动作', '奇幻', '冒险']", 美国, 英语,1995-12-15(美国),104分钟, tt0113497,8.2
1874,国家宝藏 National Treasure,2004,['乔·德特杜巴'],"['吉姆·科夫', '科马克·韦伯利', '玛丽安·韦伯利', '奥伦·艾维夫', '查尔斯·西格斯']","['尼古拉斯·凯奇', '黛安·克鲁格', '贾斯汀·巴萨', '肖恩·宾', '强·沃特', '哈威·凯特尔', '克里斯托弗·普卢默', '大卫·达耶·费舍尔', '斯图华特·芬雷-麦克勒兰', '欧勒格·塔克塔罗夫', 'Stephen A. Pope', '安妮·帕里西', '马克·佩雷格里诺', '阿曼德·里斯科', '埃里克·金']","['动作', '悬疑', '冒险']", 美国, 英语 / 西班牙语,2004-11-19(美国),131 分钟, tt0368891,7.7
1888,神偷奶爸4 Despicable Me 4,2024,"['克里斯·雷纳德', 'Patrick Delage']",['麦克·怀特'],"['史蒂夫·卡瑞尔', '克里斯汀·韦格', '皮埃尔·柯芬', '米兰达·卡斯格拉夫', '史蒂夫·库根']","['动作', '动画', '冒险']", 美国, 英语,2024-07-03(美国),[], tt7510222,[]
1892,虫虫危机 A Bug's Life,1998,"['约翰·拉塞特', '安德鲁·斯坦顿']","['安德鲁·斯坦顿', '唐·麦肯内里', '鲍勃·肖']","['大卫·弗利', '凯文·史派西', '茱莉亚·路易斯-德瑞弗斯', '海顿·潘妮蒂尔']","['喜剧', '动画', '冒险']", 美国, 英语,1998-11-25(美国),95分钟, tt0120623,7.9
1893,企鹅公路 ペンギン・ハイウェイ,2018,['石田祐康'],"['上田诚', '森见登美彦']","['北香那', '苍井优', '钉宫理惠', '潘惠美', '福井美树', '能登麻美子', '久野美咲', '西岛秀俊', '竹中直人']","['动画', '奇幻', '冒险']", 日本, 日语,2019-05-17(中国大陆),117分钟, tt8076344,7.7
1895,阿尔法：狼伴归途 Alpha,2018,['艾尔伯特·休斯'],"['达恩·威登霍普', '艾尔伯特·休斯']","['柯蒂·斯密特-麦菲', '恰克', '约翰内斯·豪克尔·约翰内森', '娜塔莎·迈尔兹', '蕾奥娜·维埃拉', '延斯·赫尔腾', '梅赛德斯·德拉泽尔达', '普里亚·拉贾拉特南', '斯潘塞·博加特', '帕特里克·弗拉纳根', '迈克尔·克鲁斯-代赫勒', '马辛·科瓦奇克']","['剧情', '冒险']", 美国 / 加拿大 / 中国大陆, 英语,2018-09-07(中国大陆),96分钟, tt4244998,6.4
1897,千机变 千機變,2003,"['林超贤', '甄子丹']","['陈庆嘉', '吴炜伦']","['钟欣潼', '蔡卓妍', '郑伊健', '何超仪', '成龙', '陈冠希', '莫文蔚', '黄秋生', '张达明', '杜汶泽']","['喜剧', '动作', '恐怖', '冒险']", 中国香港, 粤语,2003-06-24(中国香港),88 分钟(阿根廷), tt0351887,5.9
1898,王牌逗王牌,2016,['王晶'],['王晶'],"['刘德华', '黄晓明', '王祖蓝', '胡然', '欧阳娜娜', '谢依霖', '沈腾', '赵英俊', '戚薇', '徐冬冬', '毛俊杰', '吴樾']","['喜剧', '动作', '冒险']", 中国大陆 / 中国香港, 汉语普通话,2016-09-30(中国大陆),102分钟, tt5425144,3.3
1909,明日世界 Tomorrowland,2015,['布拉德·伯德'],"['布拉德·伯德', '达蒙·林德洛夫', '杰夫·詹森']","['布丽特·罗伯森', '乔治·克鲁尼', '拉菲·卡西迪', '休·劳瑞', '托马斯·罗宾逊', '皮尔斯·加格农', '蒂姆·麦格罗', '朱迪·格雷尔', '凯瑟琳·哈恩', '科甘-迈克尔·凯', '洛奇林·莫罗', '阿莉娅·奥伯里恩', '达伦·萨赫拉维', '迈克尔·罗', '克里斯·鲍尔', '莫妮卡·甘德顿', '保罗·麦克吉莱恩', '艾米·伊斯特尔', '杰迪代亚·古达克', '马库斯·罗斯纳', '马修·麦考尔', '克林特·卡尔顿']","['动作', '科幻', '冒险']", 美国 / 西班牙 / 法国 / 加拿大 / 英国, 英语 / 法语 / 日语,2015-05-26(中国大陆),130分钟, tt1964418,6.4
1917,大白鲨 Jaws,1975,['史蒂文·斯皮尔伯格'],"['彼得·本奇利', '卡尔·哥特列布']","['罗伊·谢德', '罗伯特·肖', '理查德·德莱福斯', '洛兰·加里', '莫瑞·汉密尔顿', '卡尔·哥特列布', '杰弗瑞·克莱默', '苏珊·巴克林尼', '乔纳森·菲利', '泰迪·格鲁斯曼', '克里斯·雷贝洛', '杰伊·梅洛', '李·菲耶罗', '杰弗里·沃里斯', '克雷格·金斯伯里']","['剧情', '惊悚', '冒险']", 美国, 英语,1975-06-20,124 分钟, tt0073195,7.8
1926,未来水世界 Waterworld,1995,['凯文·雷诺兹'],"['Peter Rader', '大卫·杜西']","['凯文·科斯特纳', '珍妮·特里普里霍恩', '蒂娜·米乔里诺', 'Chaim Girafi', '瑞克阿维莱斯']","['动作', '科幻', '惊悚', '冒险']", 美国, 英语,1995-07-28,135 分钟, tt0114898,7.5
1932,航海王之黄金城 ONE PIECE FILM GOLD,2016,['宮元宏彰'],"['黑岩勉', '尾田荣一郎']","['田中真弓', '中井和哉', '冈村明美', '山口胜平', '平田广明', '大谷育江', '山口由里子', '矢尾一树', '长岛雄一', '山路和弘', '古谷彻', '坂本千夏', '渡边菜生子', '立木文彦', '关智一', '小野坂昌也', '雪野五月', '樱井孝宏', '高木涉', '桧山修之', '乃村健次', '鱼建', '间宫康弘', '齐藤次郎', '高户靖广', '三浦祥朗', '织田优成', '福原耕平', '平井启二', '宫崎宽务', '荒井聪太', '进藤尚美', '齐藤贵美子', '下地紫野', '大空直美', '森下由树子', '上田瞳', '满岛光', '滨田岳', '菜菜绪', '三宅正治', '竹中直人', '古田新太', '成田凌', '佐藤亚璃纱', '三吉彩花', '西野七濑', '武田玲奈', '三村胜和', '小栗旬', '小林剑道', '北大路欣也']","['剧情', '动作', '动画', '冒险']", 日本, 日语,2016-11-11(中国大陆),119分钟, tt5251328,7.6
1933,怪物史瑞克3 Shrek the Third,2007,"['克里斯·米勒', '许诚毅']","['杰弗里·普赖斯', '彼得·S·西曼', '克里斯·米勒', '阿伦·沃纳']","['麦克·梅尔斯', '艾迪·墨菲', '卡梅隆·迪亚兹', '安东尼奥·班德拉斯', '鲁伯特·艾弗雷特', '贾斯汀·汀布莱克', '朱莉·安德鲁斯', '约翰·克里斯', '拉里·金']","['喜剧', '动画', '家庭', '奇幻', '冒险']", 美国, 英语,2007-08-24(中国大陆),93 分钟, tt0413267,7.4
1934,007之择日而亡 Die Another Day,2002,['李·塔玛霍瑞'],"['尼尔·珀维斯', '罗伯特·韦德', '伊恩·弗莱明']","['皮尔斯·布鲁斯南', '哈莉·贝瑞', '托比·斯蒂芬斯', '裴淳华', '尹成植', '朱迪·丹奇', '约翰·克里斯', '迈克尔·马德森', '李威尹', '曾江', '埃米利洛·艾切瓦利亚', 'Mikhail Gorevoy', '劳伦斯·马克奥雷', '科林·萨蒙', '萨曼莎·邦德']","['动作', '惊悚', '冒险']", 英国 / 美国, 英语 / 粤语 / 西班牙语 / 德语 / 冰岛语 / 意大利语 / 韩语,2002-11-22,133 分钟, tt0246460,7.3
1947,走出非洲 Out of Africa,1985,['西德尼·波拉克'],"['卡琳·布里克森', '科特·路德特克', '大卫·雷菲尔德']","['梅丽尔·斯特里普', '罗伯特·雷德福', '克劳斯·马利亚·布朗道尔', '迈克尔·基臣', '马利克·鲍恩斯', '迈克尔·高夫', '苏珊娜·汉密尔顿', '瑞切尔·凯姆普森', '格拉汉姆·克罗登', '莱斯利·菲利普斯', '谢恩·里默', '多纳尔·麦卡恩', 'Kenneth Mason', 'Tristram Jellinek', '史蒂芬·B·格里姆斯', 'Annabel Maule', 'Benny Young', 'Niven Boyd', '伊曼']","['剧情', '爱情', '传记', '冒险']", 美国, 英语 / 斯瓦希里语,1985-12-10(洛杉矶首映),161分钟, tt0089755,8.6
1949,大地惊雷 True Grit,2010,"['乔尔·科恩', '伊桑·科恩']","['查尔斯·波蒂斯', '乔尔·科恩', '伊桑·科恩']","['杰夫·布里吉斯', '海莉·斯坦菲尔德', '马特·达蒙', '乔什·布洛林', '巴里·佩珀', '戴金·马修斯', '贾拉斯·康罗伊', '保罗·瑞', '多姆纳尔·格里森', '伊丽莎白·玛维尔', '罗伊·李·琼斯', '埃德·科尔宾', '里昂·拉瑟姆', '布鲁斯·格林', '坎迪斯·欣克尔']","['剧情', '西部', '冒险']", 美国, 英语,2010-12-22(美国),110分钟, tt1403865,8.3
1952,快乐的大脚 Happy Feet,2006,"['乔治·米勒', '沃伦·科尔曼', '朱迪·莫里斯']","['沃伦·科尔曼', '约翰·科里']","['伊利亚·伍德', '布莱特妮·墨菲', '休·杰克曼', '妮可·基德曼', '罗宾·威廉姆斯', '雨果·维文']","['喜剧', '爱情', '动画', '音乐', '家庭', '冒险']", 澳大利亚 / 美国, 英语,2006-11-17(美国),108 分钟, tt0366548,7.4
1954,蝙蝠侠 Batman,1989,['蒂姆·波顿'],"['Sam Hamm', '沃伦·斯卡伦', '鲍勃·凯恩']","['迈克尔·基顿', '杰克·尼科尔森', '金·贝辛格', '罗伯特·乌尔', '帕特·亨格尔', '比利·迪·威廉姆斯', '迈克尔·高夫', '杰克·帕兰斯', '杰瑞·霍尔', '崔西·沃特', '李·华莱士', '威廉·胡特金斯', 'Richard Strange', '卡尔·蔡斯', '麦克·麦克唐纳德']","['动作', '冒险']", 美国 / 英国, 英语 / 法语,1989-06-23,126 分钟, tt0096895,7.5
1960,了不起的狐狸爸爸 Fantastic Mr. Fox,2009,['韦斯·安德森'],"['韦斯·安德森', '诺亚·鲍姆巴赫', '罗尔德·达尔']","['乔治·克鲁尼', '梅丽尔·斯特里普', '詹森·舒瓦兹曼', '埃里克·蔡斯·安德森', '比尔·默瑞', '华莱士·沃洛达斯基', '迈克尔·刚本', '威廉·达福', '欧文·威尔逊', '贾维斯·考科尔', '韦斯·安德森', '凯伦·达菲', '罗宾·赫尔斯通', '雨果·吉尼斯', '海伦·麦克洛瑞', '罗曼·科波拉', '尤玛·马努夫', '杰瑞米·道森', '加斯·詹宁斯', '布莱恩·考克斯', '特里斯坦·奥利弗', '詹姆斯·哈密尔顿', '史蒂文·M·拉尔斯', '罗伯·赫尔索夫', '珍妮弗·弗切斯', '艾莉森·阿巴特', '茉莉·库珀', '艾德里安·布洛迪', '马利欧·巴塔利', '马丁·巴拉德']","['喜剧', '动画', '冒险']", 美国, 英语,2009-10-14(伦敦电影节),87分钟, tt0432283,8.5
1964,但丁密码 Inferno,2016,['朗·霍华德'],"['大卫·凯普', '丹·布朗']","['汤姆·汉克斯', '菲丽希缇·琼斯', '本·福斯特', '奥玛·希', '伊尔凡·可汗', '西瑟·巴比特·科努德森', '安娜·乌拉鲁', '沃尔夫冈·施特格曼', '阿提拉·阿帕', '乔恩·多纳休']","['剧情', '动作', '悬疑', '惊悚', '犯罪', '冒险']", 美国 / 匈牙利, 英语 / 法语 / 意大利语 / 土耳其语,2016-10-28(中国大陆/美国),122分钟,"
        ",6.2
1967,摩托日记 Diarios de motocicleta,2004,['沃尔特·塞勒斯'],['何塞·里维拉'],"['盖尔·加西亚·贝纳尔', '罗德里戈·德拉·塞尔纳', '梅赛黛斯·莫朗', '吉安·皮埃尔·诺厄尔', 'Lucas Oro', '米娅·麦斯特罗']","['剧情', '传记', '冒险']", 阿根廷 / 美国 / 智利 / 秘鲁 / 巴西 / 英国 / 德国 / 法国, 奇楚亚语 / 西班牙语,2004-01-15(圣丹斯电影节),126 分钟, tt0318462,8.5
1974,冰路营救 The Ice Road,2021,['乔纳森·汉斯雷'],['乔纳森·汉斯雷'],"['连姆·尼森', '马库斯·托马斯', '劳伦斯·菲什伯恩', '安伯·明迪桑德', '本杰明·沃克', '霍特·麦克卡兰尼', '马丁·桑斯梅耶', '马特·麦考伊', '马特·塞林格', '查德·布鲁斯', '亚当·哈蒂格', '布拉德利·索茨基', '马歇尔·威廉斯', '加布里埃尔·丹尼尔斯', '劳伦·科克伦', '阿尔·科利', '捷克琳·洛温', '艾丽西亚·约翰斯顿', '艾伦·默克', '达西·菲尔', '洛丽·帕帕佐普洛斯', 'Arne MacPherson', 'Paul Essiembre']","['剧情', '动作', '惊悚', '冒险']", 美国 / 加拿大, 英语,2021-06-25(美国),109分钟, tt3758814,6.4
1976,木星上行 Jupiter Ascending,2015,"['莉莉·沃卓斯基', '拉娜·沃卓斯基']","['莉莉·沃卓斯基', '拉娜·沃卓斯基']","['查宁·塔图姆', '米拉·库尼斯', '肖恩·宾', '埃迪·雷德梅恩', '道格拉斯·布斯', '裴斗娜', '詹姆斯·达西', '特瑞·吉列姆', '塔彭丝·米德尔顿', '凡妮莎·柯比', '蒂姆·皮戈特-史密斯', '爱德华·霍格', '奇克·盖瑞', '古古·姆巴塔-劳', '玛丽亚·多耶·肯尼迪', '克里斯蒂娜·科尔', '乔·奥斯蒙德', '杰里米·斯威夫特', '大卫·阿贾拉', '妮基·阿姆卡-伯德', '尼尔·芬格尔顿']","['动作', '科幻', '冒险']", 美国 / 澳大利亚, 英语 / 俄语,2015-03-06(中国大陆),126分钟(中国大陆), tt1617661,5.5
1979,守护者联盟 Rise of the Guardians,2012,['彼得·拉姆齐'],"['大卫·林赛-阿贝尔', '威廉·乔西']","['克里斯·派恩', '休·杰克曼', '艾拉·菲舍尔', '裘德·洛', '亚历克·鲍德温', '达科塔·高尤', '卡玛尼·格里芬', '彼得·拉姆齐']","['动画', '家庭', '奇幻', '冒险']", 美国, 英语,2012-11-16(中国大陆),97分钟, tt1446192,8.1
1992,启示 Apocalypto,2006,['梅尔·吉布森'],"['梅尔·吉布森', '法尔哈德·撒夫尼亚']","['鲁迪·杨布拉德', '达利娅·埃尔南德斯', '乔纳森·布雷维尔', '莫里斯·博德耶洛海德', '劳尔·特鲁希洛', '赫拉多·塔拉塞纳', '卡洛斯·伊米里奥·巴厄兹', '阿米尔卡尔·拉米瑞兹', '伊斯雷尔·康特雷拉斯', '伊斯雷尔·里奥斯', '玛利亚·迪亚兹', '埃斯皮里迪恩·阿科斯塔·卡奇', '梅拉·萨布罗', '伊阿祖娅·拉里奥斯', '艾贝尔·伍尔里奇']","['剧情', '动作', '冒险']", 美国, 玛雅语,2006-12-08(美国),139分钟, tt0472043,8.6
1999,白发魔女传 白髮魔女傳,1993,['于仁泰'],"['胡大为', '于仁泰', '邓碧燕', '林纪陶', '梁羽生']","['张国荣', '林青霞', '吴镇宇', '吕少玲', '蓝洁瑛', '罗乐林', '鲍方', '高雄']","['动作', '爱情', '奇幻', '冒险', '武侠', '古装']", 中国香港, 粤语,1993-08-26(中国香港),89分钟, tt0106342,7.7
2001,侏罗纪世界3 Jurassic World: Dominion,2022,['科林·特莱沃若'],"['艾米丽·卡迈克尔', '科林·特莱沃若', '德里克·康纳利', '迈克尔·克莱顿']","['克里斯·帕拉特', '布莱丝·达拉斯·霍华德', '劳拉·邓恩', '山姆·尼尔', '杰夫·高布伦', '德汪达·怀斯', '马莫多·阿西', '伊莎贝拉·瑟蒙', '坎贝尔·斯科特', '黄荣亮', '奥玛·希', '贾斯蒂斯·史密斯', '丹妮艾拉·皮内达', '斯科特·黑兹', '迪辰·拉克曼', '克里斯托弗·普拉哈', '芙蕾雅·帕克', '亚历山大·欧文', '埃尔娃·崔尔', '特蕾莎·森登·加西亚', '瓦拉达·塞图', '本·阿什登', '小恩佐·斯奎利诺', '格利尼斯·戴维斯', '摩西·布林斯·普兰提', '柯基·法尔考', '迪米特里“维加斯”蒂瓦约', '乔·阿泽帕迪', '本·库克', '伯纳多·桑托斯']","['动作', '科幻', '冒险']", 美国 / 马耳他, 英语,2022-06-10(美国/中国大陆),146分钟, tt8041270,6.3
2002,奇异博士2：疯狂多元宇宙 Doctor Strange in the Multiverse of Madness,2022,['山姆·雷米'],['迈克尔·沃尔德伦'],"['本尼迪克特·康伯巴奇', '伊丽莎白·奥尔森', '切瓦特·埃加福', '本尼迪克特·王', '克索斯利尔·戈麦斯', '瑞秋·麦克亚当斯', '迈克尔·斯图巴', '帕特里克·斯图尔特', '海莉·阿特维尔', '约翰·卡拉辛斯基', '拉什纳·林奇', '安松·蒙特', '查理兹·塞隆', '希拉·阿蒂姆', '亚当·赫吉尔', '亚子·米切尔', '杨沫沫', '丹尼尔·斯温', '多波·雷斯尼怀罗', '伊登·纳森森', '维尼·莫利', '大卫·谢', '乔丹·亚历桑德拉', '迈克尔·沃尔德伦', '朱利安·希威德', '杰特·克莱恩', '布鲁斯·坎贝尔', '马里安·洛伦西克']","['动作', '恐怖', '奇幻', '冒险']", 美国, 英语,2022-05-04(中国台湾),126分钟, tt9419884,6.9
2003,瞬息全宇宙 Everything Everywhere All at Once,2022,"['关家永', '丹尼尔·施纳特']","['关家永', '丹尼尔·施纳特']","['杨紫琼', '许玮伦', '关继威', '吴汉章', '杰米·李·柯蒂斯', '塔丽·梅德尔', '珍妮·斯蕾特', '岑勇康', '比夫·威夫', '布莱恩·勒', '安迪·黎', '李静', '苏妮特·玛尼', '阿隆·拉扎尔', '切尔西·戈德史密斯', '克雷格·亨宁森', '安东尼·莫利纳利', '丹·布朗', '帕努瓦特·安东尼·纳纳肯帕诺姆', '卡拉·玛丽·乔尔简', '兰达尔·阿切尔', '埃夫卡·科瓦拉西尤斯', '奥德丽·瓦西莱夫斯基', '布恩·平考', '蒂莫西·尤里齐', '丹尼尔·施纳特', '西协美智子', '蒂莫西·斯科特·拉尔斯顿', '兰迪·纽曼', '纳拉亚纳·卡布拉尔', 'D.Y. Sao', '关家永']","['喜剧', '奇幻', '冒险']", 美国, 英语 / 汉语普通话 / 粤语,2022-03-11(西南偏南电影节),139分钟, tt6710474,7.7
2004,坏蛋联盟 The Bad Guys,2022,['彼埃尔·佩里菲尔'],"['伊坦·柯亨', '尤尼·布伦纳', '希拉里·温斯顿', '艾伦·布拉培']","['山姆·洛克威尔', '马克·马龙', '奥卡菲娜', '克雷格·罗宾森', '安东尼·拉莫斯', '理查德·艾欧阿德', '莎姬·贝兹', '艾利克斯·布诺斯町', '莉莉·辛格', '芭芭拉·古德森', '迪娜·莫罗', '迈克尔·高德尔', '凯莉·库尼', '沃尔特·道恩', '戴维·P·史密斯']","['喜剧', '动画', '冒险']", 美国, 英语,2022-04-29(中国大陆),100分钟, tt8115900,7.3
2011,神秘海域 Uncharted,2022,['鲁本·弗雷斯彻'],"['雷夫·贾金斯', '阿特·马库姆', '马特·霍洛维']","['汤姆·赫兰德', '马克·沃尔伯格', '索菲娅·阿里', '塔蒂·加布里埃', '安东尼奥·班德拉斯', '史蒂芬·威丁顿', '乔治娅·古德曼', '迪尔梅德·默塔', '约瑟夫·巴德拉玛', '阿拉娜·博登', '罗伯特‧马瑟', '埃斯金迪尔·特斯法', '曼纽尔·德·巴拉斯', '帕特丽夏·梅登', '诺兰·诺斯', '吉米·哈特', '皮鲁·埃斯贝克', '莎拉·佩特里克']","['动作', '冒险']", 美国, 英语 / 西班牙语,2022-03-14(中国大陆),116分钟, tt1464335,6.3
2017,神奇动物：邓布利多之谜 Fantastic Beasts: The Secrets of Dumbledore,2022,['大卫·叶茨'],"['J. K. 罗琳', '史蒂夫·克洛夫斯']","['埃迪·雷德梅恩', '裘德·洛', '麦斯·米科尔森', '丹·福勒', '艾莉森·萨多尔', '凯瑟琳·沃特斯顿', '埃兹拉·米勒', '卡勒姆·特纳', '杰西卡·威廉姆斯', '理查德·柯伊尔', '波佩·科比-特曲', '维多利亚·耶茨', '威廉·纳迪兰', '奥利弗·马苏奇', '瓦莱丽·帕赫纳', '亚历山大·库兹涅佐夫', '拉莫娜·库泽-莉比诺', '马丽娅·费尔南达·康基多', '戴夫·王', '维尔夫·斯科尔丁', '卢卡斯·英格兰德', '菲奥娜·格拉斯科特', '马提亚斯·布伦纳', '彼得·西蒙尼舍克', '雅基·波特斯万', '赫柏·贝尔德索尔', '曼努埃尔·克莱因']","['奇幻', '冒险']", 英国 / 美国, 英语 / 德语,2022-04-08(英国/中国大陆),142分钟, tt4123432,5.9
2021,蜘蛛侠：英雄无归 Spider-Man: No Way Home,2021,['乔·沃茨'],"['克里斯·麦克纳', '埃里克·萨默斯', '斯坦·李', '史蒂夫·迪特寇']","['汤姆·赫兰德', '赞达亚', '本尼迪克特·康伯巴奇', '雅各布·巴特朗', '托比·马奎尔', '安德鲁·加菲尔德', '玛丽莎·托梅', '乔恩·费儒', '本尼迪克特·王', '威廉·达福', '阿尔弗雷德·莫里纳', '托马斯·哈登·丘奇', '杰米·福克斯', '瑞斯·伊凡斯', 'J·K·西蒙斯', '查理·考克斯', '安格瑞·赖斯', '托尼·雷沃罗利', '宝拉·纽瑟姆', '汉尼拔·布勒斯', '马丁·斯塔尔', 'J·B·斯穆夫', '哈龙·汗', '本·范德梅', '加里·维克斯', '马洛里·霍夫', '里贾纳·陈婷', '格伦·基奥', '帕丽丝·本杰明', '朱万达斯·坎迪斯', '泰勒·圣克莱尔', '小豪尔赫·兰登伯格', '何塞·阿尔弗雷多·费尔南德斯', '约翰尼·塞雷', '罗伯特·廷斯利', '哈里·赫兰德', '汤姆·哈迪', '克里斯托·费尔南德斯', 'Arian Moayed']","['动作', '科幻', '冒险']", 美国, 英语 / 他加禄语,2021-12-15(中国台湾),148分钟, tt10872600,6.7
2023,青春变形记 Turning Red,2022,['石之予'],"['石之予', '茱莉亚·赵', '莎拉·施特莱歇尔']","['姜晋安', '吴珊卓', '艾娃·摩士', '麦特里伊·拉玛克里斯南', '朴惠仁', '奥赖恩·李', '何炜晴', '特里斯坦·艾瑞克·陈', '吴汉章', '菲尼亚斯·奥康奈尔', '乔丹·费舍', '托菲尔-恩戈', '格雷森·维拉纽瓦', '乔什·列维', '洛瑞·坦·齐恩', '雪莉·可拉', '莉莉安·林', '艾迪森·钱德勒', '莉莉·桑费利波', '萨沙·罗伊茨', '安妮-玛丽', 'Mia Tagano']","['喜剧', '动画', '奇幻', '冒险']", 美国, 英语,2022-03-11(美国网络),100分钟, tt8097030,8.2
2037,暗夜博士：莫比亚斯 Morbius,2022,['丹尼尔·伊斯皮诺萨'],"['马特·萨兹马', '伯克·沙普利斯', '罗伊·托马斯', '吉尔·凯恩']","['杰瑞德·莱托', '马特·史密斯', '阿德里娅·阿霍纳', '杰瑞德·哈里斯', '泰瑞斯·吉布森', '艾尔·马德里加尔', '迈克尔·基顿', '查理·肖特韦尔', '汤姆·福布斯', '克拉拉·罗萨杰', '克里·约翰逊', '宾利·卡鲁', '阿奇·雷诺', '乔乔·马卡里', '亚伯拉罕·波波拉', '巴里·艾尔德', '克里斯·雷曼', '马诺伊·阿南德', '拉斯科·阿特金斯', '卡德罗莎·奥娜·卡罗尔', '露丝·霍洛克斯', '贝恩·科拉科', '丹尼尔·厄根', '菲利普·加斯科因', '通恰伊·古奈什', '豪尔赫·莱昂·马丁内斯', '尼克·欧文福特', '贾格·帕特尔', '黛博拉·洛克', '阿图尔·夏尔马', '戴维娜·西塔拉姆', '吉米·斯达', '斯图尔特·惠兰', 'Jason Rennie', 'Joseph Esson', 'Aryan Moaven', 'Christopher Louridas', 'Joe Ferrara', 'Zaris-Angel Hator', 'Oliver Bodur']","['动作', '科幻', '惊悚', '恐怖', '冒险']", 美国, 英语 / 西班牙语 / 俄语,2022-04-01(美国),104分钟, tt5108870,5.7
2041,哆啦A梦：大雄的宇宙小战争2021 ドラえもん のび太の宇宙小戦争リトル・スター・ウォーズ2021,2022,['山口晋'],['佐藤大'],"['水田山葵', '大原惠美', '嘉数由美', '木村昴', '关智一', '香川照之', '松冈茉优']","['剧情', '科幻', '动画', '冒险']", 日本, 日语,2022-05-28(中国大陆),108分钟, tt13740078,6.2
2049,光年正传 Lightyear,2022,['安格斯·麦克莱恩'],"['安格斯·麦克莱恩', '杰森·赫德利', '马修·奥尔德里奇', '彼特·道格特', '安德鲁·斯坦顿', '乔·兰福特']","['克里斯·埃文斯', '柯柯·帕尔莫', '彼得·孙', '塔伊加·维迪提', '戴尔·索尔斯', '詹姆斯·布洛林', '乌佐·阿杜巴', '玛丽·麦克唐纳-刘易斯', '小伊塞亚·维特洛克', '安格斯·麦克莱恩', '比尔·哈德尔', '艾弗连·莱米雷斯', 'Keira Hairston']","['科幻', '动画', '冒险']", 美国, 英语,2022-06-15(意大利),110分钟, tt10298810,7.2
2051,精灵旅社4：变身大冒险 Hotel Transylvania 4: Transformania,2022,"['德里克·德莱蒙', '詹妮弗·克鲁斯卡']","['格恩迪·塔塔科夫斯基', '托德·杜伦', 'Nunzio Randazzo', 'Amos Vernon']","['布赖恩·哈尔', '安迪·萨姆伯格', '赛琳娜·戈麦斯', '凯瑟琳·哈恩', '史蒂夫·布西密', '大卫·斯佩德', '科甘-迈克尔·凯', '阿什·布林克夫', '布拉德·阿布瑞尔', '法兰·德瑞雪', '吉姆·加菲根', '莫莉·香侬', 'Chloé Malaisé', 'Zoe Berri', 'Aaron LaPlante']","['喜剧', '动画', '奇幻', '冒险']", 美国, 英语,2022-04-03(中国大陆),88分钟, tt9848626,6.3
2053,古董局中局,2021,['郭子健'],"['朱炫', '范文文', '黄海', '王亚鹤', '潘依然', '常小琥']","['雷佳音', '李现', '辛芷蕾', '葛优', '郭涛', '咏梅', '王庆祥', '赵燕国彰', '杨新鸣', '阿如那', '纪焕博', '秦焰', '佐藤丽', '松峰莉璃']","['剧情', '悬疑', '冒险']", 中国大陆 / 中国香港, 汉语普通话 / 粤语,2021-12-03(中国大陆),123分钟, tt11482948,5.9
