number, name, year, director, screenwriter, roles, style, countries, language, date, long, imdb, evaluation
125,蜘蛛侠：英雄远征 Spider-Man: Far from Home,2019,['乔·沃茨'],"['克里斯·麦克纳', '埃里克·萨默斯', '史蒂夫·迪特寇', '斯坦·李']","['汤姆·赫兰德', '赞达亚', '杰克·吉伦哈尔', '寇碧·史莫德斯', '塞缪尔·杰克逊', '乔恩·费儒', '玛丽莎·托梅', '雅各布·巴特朗', '安格瑞·赖斯', '马丁·斯塔尔', '瑞米·许', '纽曼·阿卡', '托尼·雷沃罗利', 'J·B·斯穆夫', '赫米基·马德拉', '戴维娜·西塔拉姆', '约瑟夫·朗', '露丝·霍洛克斯', '希滕·珀泰尔', '杰罗恩·凡·康宁斯伯格', '列尼斯·德洛桑托斯', '查利·蕾娅·埃斯奎尔', '费斯·洛根', 'J·K·西蒙斯', '小罗伯特·唐尼']","['动作', '科幻', '冒险']", 美国, 英语,2019-06-28(中国大陆),127分钟, tt6320628,7.6
132,指环王1：护戒使者 The Lord of the Rings: The Fellowship of the Ring,2001,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '彼得·杰克逊', 'J. R. R. 托尔金']","['伊利亚·伍德', '西恩·奥斯汀', '伊恩·麦克莱恩', '维果·莫腾森', '奥兰多·布鲁姆', '多米尼克·莫纳汉', '比利·博伊德', '克里斯托弗·李', '马尔顿·索克斯', '梅根·爱德华兹', '伊安·霍姆', '凯特·布兰切特', '阿兰·霍华德', '马克·弗格森', '肖恩·宾', '萨拉·贝克', '劳伦斯·马克奥雷', '安迪·瑟金斯', '彼得·麦肯齐', '伊恩·穆内', '克雷格·帕克', '卡梅隆·罗德', '约翰·瑞斯-戴维斯', '丽芙·泰勒', '大卫·韦瑟莱', '雨果·维文', '菲利普·格里夫', '威廉·约翰逊', '伊丽莎白·穆迪', '布莱恩·瑟金特', '杰德·布罗菲', '诺曼·凯茨', '兰德尔·威廉·库克', '萨比恩·克洛森', '西奥沙福瓦', '本·弗兰舍姆', '彼得·杰克逊', '艾伦·李']","['剧情', '动作', '奇幻', '冒险']", 新西兰 / 美国, 英语 / 辛达林语,2002-04-04(中国大陆),179分钟, tt0120737,9.1
133,少年派的奇幻漂流 Life of Pi,2012,['李安'],"['扬·马特尔', '大卫·麦基']","['苏拉·沙玛', '伊尔凡·可汗', '拉菲·斯波', '阿迪勒·侯赛因', '塔布', '阿尤什·坦东', '加塔姆·贝鲁尔', '阿彦·汗', '穆德·阿巴斯·卡勒里', '维比什·希瓦库玛', '热拉尔·德帕迪约', '詹姆斯·塞托', '俊·奈托', '安德里亚·迪·斯戴法诺', '沙拉万提·塞纳特', '王柏杰', '柯一正', '黄健玮']","['剧情', '奇幻', '冒险']", 美国 / 中国台湾 / 英国 / 加拿大, 英语 / 泰米尔语 / 法语 / 日语 / 印地语 / 汉语普通话,2012-11-22(中国大陆),127分钟,"
        ",9.1
134,奇异博士 Doctor Strange,2016,['斯科特·德瑞克森'],"['史蒂夫·迪特寇', '托马斯·迪恩·唐纳利', '斯坦·李', '乔·斯派茨', '约书亚·奥本海默']","['本尼迪克特·康伯巴奇', '蒂尔达·斯文顿', '麦斯·米科尔森', '切瓦特·埃加福', '瑞秋·麦克亚当斯', '迈克尔·斯图巴', '本尼迪克特·王', '本杰明·布拉特', '斯科特·阿金斯', '莎拉·费希恩', '阿拉·萨菲']","['动作', '奇幻', '冒险']", 美国, 英语,2016-11-04(中国大陆/美国),115分钟, tt1211837,7.6
135,复仇者联盟2：奥创纪元 Avengers: Age of Ultron,2015,['乔斯·韦登'],"['乔斯·韦登', '斯坦·李', '杰克·科比']","['小罗伯特·唐尼', '克里斯·海姆斯沃斯', '马克·鲁弗洛', '克里斯·埃文斯', '斯嘉丽·约翰逊', '杰瑞米·雷纳', '詹姆斯·斯派德', '塞缪尔·杰克逊', '唐·钱德尔', '亚伦·泰勒-约翰逊', '伊丽莎白·奥尔森', '保罗·贝坦尼', '寇碧·史莫德斯', '安东尼·麦凯', '海莉·阿特维尔', '伊德里斯·艾尔巴', '斯特兰·斯卡斯加德', '金秀贤', '托马斯·克莱舒曼', '安迪·瑟金斯', '朱莉·德尔佩', '斯坦·李', '亨利·古德曼', '多米尼克·普罗沃斯特-切克利', '艾萨克·安德鲁斯']","['动作', '科幻', '奇幻', '冒险']", 美国, 英语 / 韩语,2015-05-12(中国大陆),142分钟, tt2395427,7.5
138,动物世界,2018,['韩延'],['韩延'],"['李易峰', '迈克尔·道格拉斯', '周冬雨', '曹炳琨', '王戈', '苏可']","['剧情', '动作', '冒险']", 中国大陆, 汉语普通话 / 英语,2018-06-29(中国大陆),132分钟, tt7946836,7.2
143,驯龙高手 How to Train Your Dragon,2010,"['迪恩·德布洛斯', '克里斯·桑德斯']","['威廉姆·戴维斯', '迪恩·德布洛斯', '克里斯·桑德斯', '葛蕾熙达·柯维尔']","['杰伊·巴鲁切尔', '杰拉德·巴特勒', '克雷格·费格森', '亚美莉卡·费雷拉', '乔纳·希尔', '克里斯托夫·梅兹-普莱瑟', 'T·J·米勒', '克里斯汀·韦格', '罗宾·阿特金·唐斯', '菲利普·麦格雷德', '基隆·埃利奥特', '阿什利·詹森', '大卫·田纳特']","['动画', '奇幻', '冒险']", 美国, 英语,2010-05-14(中国大陆),98分钟, tt0892769,8.7
144,神奇动物在哪里 Fantastic Beasts and Where to Find Them,2016,['大卫·叶茨'],['J. K. 罗琳'],"['埃迪·雷德梅恩', '凯瑟琳·沃特斯顿', '丹·福勒', '艾莉森·萨多尔', '科林·法瑞尔', '埃兹拉·米勒', '朗·普尔曼', '强·沃特', '萨曼莎·莫顿', '嘉玛·陈', '卡门·艾乔戈', '克里斯汀·马扎诺', '詹·穆瑞', '约翰尼·德普']","['剧情', '奇幻', '冒险']", 英国 / 美国, 英语,2016-11-25(中国大陆),133分钟, tt3183660,7.7
148,蜘蛛侠：英雄归来 Spider-Man: Homecoming,2017,['乔·沃茨'],"['乔纳森·M·戈尔茨坦', '约翰·弗朗西斯·戴利', '乔·沃茨', '克里斯托弗·福特', '克里斯·麦克纳', '埃里克·萨默斯', '斯坦·李', '史蒂夫·迪特寇', '乔·西蒙', '杰克·科比']","['汤姆·赫兰德', '小罗伯特·唐尼', '玛丽莎·托梅', '迈克尔·基顿', '雅各布·巴特朗', '托尼·雷沃罗利', '赞达亚', '乔恩·费儒', '亚伯拉罕·阿塔哈', '劳拉·哈里尔', '迈克尔·巴尔别里', '罗根·马歇尔-格林', '马丁·斯塔尔', '唐纳德·格洛弗', '汉尼拔·布勒斯', '迈克尔·曼多', '博基姆·伍德拜因', '肯尼斯·崔', '詹妮弗·康纳利', '格温妮斯·帕特洛', '克里斯·埃文斯']","['动作', '科幻', '冒险']", 美国, 英语,2017-09-08(中国大陆),133分钟, tt2250912,7.3
151,钢铁侠2 Iron Man 2,2010,['乔恩·费儒'],['贾斯汀·塞洛克斯'],"['小罗伯特·唐尼', '格温妮斯·帕特洛', '米基·洛克', '斯嘉丽·约翰逊', '山姆·洛克威尔', '唐·钱德尔', '塞缪尔·杰克逊', '乔恩·费儒', '保罗·贝坦尼', '克拉克·格雷格', '凯特·玛拉', '约翰·斯拉特里']","['动作', '科幻', '冒险']", 美国, 英语 / 法语 / 俄语,2010-05-07(中国大陆/美国),124 分钟, tt1228705,7.7
154,美国队长 Captain America: The First Avenger,2011,['乔·庄斯顿'],"['克里斯托弗·马库斯', '斯蒂芬·麦克菲利', '乔·西蒙', '杰克·科比']","['克里斯·埃文斯', '海莉·阿特维尔', '塞巴斯蒂安·斯坦', '汤米·李·琼斯', '雨果·维文', '多米尼克·库珀', '理查德·阿米蒂奇', '斯坦利·图齐', '塞缪尔·杰克逊', '托比·琼斯', '尼尔·麦克唐纳', '德里克·卢克', '肯尼斯·崔', '约翰·约瑟夫·菲尔德', '娜塔莉·多默尔']","['动作', '科幻', '冒险']", 美国, 英语 / 挪威语 / 法语,2011-09-09(中国大陆),124分钟(美国), tt0458339,7.1
155,指环王3：王者无敌 The Lord of the Rings: The Return of the King,2003,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '彼得·杰克逊', 'J. R. R. 托尔金']","['伊利亚·伍德', '西恩·奥斯汀', '维果·莫腾森', '奥兰多·布鲁姆', '伊恩·麦克莱恩', '肖恩·宾', '多米尼克·莫纳汉', '丽芙·泰勒', '约翰·贝西', '凯特·布兰切特', '比利·博伊德', '萨德文·布罗菲', '阿利斯泰尔·布朗宁', '马尔顿·索克斯', '伯纳德·希尔', '伊安·霍姆', '布鲁斯·霍普金斯', 'Ian Hughes', '劳伦斯·马克奥雷', '诺埃尔·阿普利比', '布雷特·麦肯齐', 'Alexandra Astin', 'Sarah McLeod', 'Maisy McLeod-Riera', '约翰·诺贝尔', 'Paul Norell', '米兰达·奥图', '布鲁斯·菲利普斯', '沙恩·朗吉', '约翰·瑞斯-戴维斯', 'Todd Rippon', '安迪·瑟金斯', 'Harry Sinclair', '乔尔·托贝克', '卡尔·厄本', '史蒂芬·乌瑞', '雨果·维文', '大卫·文翰', '阿兰·霍华德', '萨拉·贝克', 'Robert Pollock', '佩特·史密斯', '杰德·布罗菲', '菲利普·格里夫', '布拉德·道里夫', '克里斯托弗·李', '布鲁斯·斯宾斯', '吉诺·阿赛维多', 'Jarl Benzon', 'Jørn Benzon', 'Robert Catto', 'Michael Elsworth', '彼得·杰克逊', 'Sandro Kopp', '安德鲁·莱斯尼', '约瑟夫·米卡-亨特', '亨利·莫腾森', '克雷格·帕克', '克里斯蒂安·瑞沃斯', '迈克尔·斯曼内科 ', '霍华德·肖', '约翰·斯蒂芬森', '理查德·泰勒']","['剧情', '动作', '奇幻', '冒险']", 美国 / 新西兰, 英语 / 昆雅语 / 古英语 / 辛达林语,2004-03-12(中国大陆),201分钟, tt0167260,9.3
161,银河护卫队 Guardians of the Galaxy,2014,['詹姆斯·古恩'],"['詹姆斯·古恩', '尼科尔·帕尔曼', '丹·阿布内特', '安迪·兰宁']","['克里斯·帕拉特', '佐伊·索尔达娜', '布莱德利·库珀', '范·迪塞尔', '戴夫·巴蒂斯塔', '李·佩斯', '迈克尔·鲁克', '凯伦·吉兰', '杰曼·翰苏', '本尼西奥·德尔·托罗', '约翰·C·赖利', '格伦·克洛斯', '劳拉·哈德克', '肖恩·古恩', '彼得·塞拉菲诺威茨', '埃米特·斯坎伦', '奥菲利亚·拉维邦德']","['动作', '科幻', '冒险']", 美国 / 英国, 英语 / 萨卡语,2014-10-10(中国大陆),121分钟, tt2015381,8.1
162,美国队长3 Captain America: Civil War,2016,"['安东尼·罗素', '乔·罗素']","['克里斯托弗·马库斯', '斯蒂芬·麦克菲利', '杰克·科比', '乔·西蒙']","['克里斯·埃文斯', '小罗伯特·唐尼', '斯嘉丽·约翰逊', '塞巴斯蒂安·斯坦', '安东尼·麦凯', '唐·钱德尔', '杰瑞米·雷纳', '查德维克·博斯曼', '保罗·贝坦尼', '伊丽莎白·奥尔森', '保罗·路德', '艾米丽·万凯普', '汤姆·赫兰德', '丹尼尔·布鲁赫', '弗兰克·格里罗', '威廉·赫特', '马丁·弗瑞曼', '霍普·戴维斯', '玛丽莎·托梅', '吉姆·拉什', '金世佳']","['动作', '科幻', '冒险']", 美国, 科萨语 / 英语 / 德语 / 俄语 / 罗马尼亚语,2016-05-06(中国大陆/美国),148分钟(中国大陆), tt3498820,7.9
163,指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,2002,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '斯蒂芬·辛克莱', '彼得·杰克逊', 'J. R. R. 托尔金']","['伊利亚·伍德', '西恩·奥斯汀', '多米尼克·莫纳汉', '奥兰多·布鲁姆', '维果·莫腾森', '伊恩·麦克莱恩', '凯特·布兰切特', '比利·博伊德', '杰德·布罗菲', '丽芙·泰勒', '安迪·瑟金斯', '米兰达·奥图', '雨果·维文', '布拉德·道里夫', '卡卢姆·吉廷斯', '伯纳德·希尔', '布鲁斯·霍普金斯', '克里斯托弗·李', '纳撒尼尔·利斯', '罗宾·马尔科姆', '约翰·贝西', '萨拉·贝克', '克雷格·帕克', '布鲁斯·菲利普斯', 'Robert Pollock', '约翰·瑞斯-戴维斯', '奥利维亚·田內', '卡尔·厄本', '史蒂芬·乌瑞', '大卫·文翰', '菲利普·格里夫', '肖恩·宾', '约翰·诺贝尔', 'Jarl Benzon', 'Jørn Benzon', 'Ben Britton', '阿利斯泰尔·布朗宁', 'Sean Button', 'Robert Catto', '罗德尼·库克', '卡尔洛斯·德林克沃特', '西奥沙福瓦', '本·弗兰舍姆', 'Jonathan Harding', 'Lucas Hayward', '丹·汉纳', '保罗·霍姆斯', '杰森霍德', '彼得·杰克逊', 'Sam Kelly', 'Sandro Kopp']","['剧情', '动作', '奇幻', '冒险']", 美国 / 新西兰, 英语 / 辛达林语 / 古代英语,2003-04-25(中国大陆),180分钟, tt0167261,9.2
167,美国队长2 Captain America: The Winter Soldier,2014,"['安东尼·罗素', '乔·罗素']","['克里斯托弗·马库斯', '斯蒂芬·麦克菲利']","['克里斯·埃文斯', '斯嘉丽·约翰逊', '塞巴斯蒂安·斯坦', '安东尼·麦凯', '海莉·阿特维尔', '艾米丽·万凯普', '罗伯特·雷德福', '塞缪尔·杰克逊', '寇碧·史莫德斯', '卡兰·马尔韦', '弗兰克·格里罗', '斯坦·李', '托比·琼斯', '珍妮·艾加特', '乔治·圣皮埃尔', '盖瑞·山德林', '阿兰·戴尔', '黄经汉', '阿德托库姆布斯·麦克马克', '多米尼克·瑞恩斯']","['动作', '科幻', '冒险']", 美国, 英语 / 法语,2014-04-04(美国/中国大陆),136分钟, tt1843866,8.0
170,火星救援 The Martian,2015,['雷德利·斯科特'],"['德鲁·戈达德', '安迪·威尔']","['马特·达蒙', '杰西卡·查斯坦', '克里斯汀·韦格', '杰夫·丹尼尔斯', '迈克尔·佩纳', '凯特·玛拉', '肖恩·宾', '塞巴斯蒂安·斯坦', '唐纳德·格洛弗', '切瓦特·埃加福', '阿卡塞尔·亨涅', '陈数', '高雄', '本尼迪克特·王', '麦肯兹·戴维斯', '娜奥米·斯科特', '丽丽·博尔丹', '布莱恩·卡斯佩']","['剧情', '科幻', '冒险']", 英国 / 美国 / 匈牙利 / 约旦, 英语 / 汉语普通话,2015-11-25(中国大陆),144分钟,"
        ",8.5
171,惊奇队长 Captain Marvel,2019,"['安娜·波顿', '瑞安·弗雷克']","['安娜·波顿', '瑞安·弗雷克', '吉内瓦·德沃莱特-罗宾森', '尼科尔·帕尔曼', '梅格·勒福夫']","['布丽·拉尔森', '裘德·洛', '塞缪尔·杰克逊', '本·门德尔森', '安妮特·贝宁', '麦肯娜·格瑞丝', '克拉克·格雷格', '嘉玛·陈', '李·佩斯', '杰曼·翰苏', '拉什纳·林奇', '阿基拉·阿克巴', '科林·福特', '卓库·莫度', '肯内特·米歇尔', '罗伯特·卡辛斯基', '詹姆斯·莫里森', '皮特·普劳泽克', '马修·马希尔', '安东尼·莫利纳利', '马修·弗林·贝罗斯', '加斯顿·达尔莫', '亚当·哈特', '马克·多尔蒂', '雷尼尔·鲁菲诺', '约翰·盖蒂尔', '斯坦·李', '克里斯·埃文斯', '斯嘉丽·约翰逊', '马克·鲁弗洛', '唐·钱德尔']","['动作', '科幻', '冒险']", 美国 / 澳大利亚, 英语,2019-03-08(美国/中国大陆),124分钟, tt4154664,6.8
172,蚁人 Ant-Man,2015,['佩顿·里德'],"['斯坦·李', '杰克·科比', '拉里·利伯', '埃德加·赖特', '乔·考尼什', '亚当·麦凯', '保罗·路德']","['保罗·路德', '迈克尔·道格拉斯', '伊万杰琳·莉莉', '寇瑞·斯托尔', '迈克尔·佩纳', '大卫·达斯马齐连', '朱迪·格雷尔', '鲍比·坎纳瓦尔', '约翰·斯拉特里', '伍德·哈里斯', 'T.I.', '海莉·阿特维尔', '瓦内萨·罗斯', '马丁·唐文', '乔·克里斯特', '艾比·莱德·弗特森', '安东尼·麦凯', '加勒特·莫里斯', '尼尔·汉博格', '鲁德·哈利特', '斯坦·李', '克里斯·埃文斯', '塞巴斯蒂安·斯坦']","['动作', '科幻', '冒险']", 美国, 英语,2015-10-16(中国大陆),117分钟, tt0478970,7.7
174,雷神 Thor,2011,['肯尼思·布拉纳'],"['阿什利·米勒', '扎克·施坦茨', '唐·佩恩', 'J·迈克尔·斯特拉辛斯基', '马克·波托塞维奇', '斯坦·李', '拉里·利伯', '杰克·科比']","['克里斯·海姆斯沃斯', '娜塔莉·波特曼', '汤姆·希德勒斯顿', '安东尼·霍普金斯', '斯特兰·斯卡斯加德', '凯特·戴琳斯', '克拉克·格雷格', '科鲁姆·费奥瑞', '伊德里斯·艾尔巴', '雷·史蒂文森', '浅野忠信', '乔希·达拉斯', '杰米·亚历山大', '蕾妮·罗素', '艾德里安娜·巴拉扎', '马克斯米利亚诺·赫尔南德斯', '杰瑞米·雷纳', '塞缪尔·杰克逊', '达科塔·高尤', '泰德·沃普莱斯', '斯坦·李']","['动作', '奇幻', '冒险']", 美国, 英语,2011-05-08(中国大陆),115分钟,"
        ",7.1
184,冰川时代 Ice Age,2002,"['卡洛斯·沙尔丹哈', '克里斯·韦奇']","['迈克尔·伯格 ', '迈克尔·J·威尔森', '彼得·阿克曼']","['雷·罗马诺', '约翰·雷吉扎莫', '丹尼斯·利瑞', '杰克·布莱克']","['喜剧', '动画', '冒险']", 美国, 英语 / 克罗地亚语,2002-03-15(美国),81分钟, tt0268380,8.6
185,银河护卫队2 Guardians of the Galaxy Vol. 2,2017,['詹姆斯·古恩'],"['詹姆斯·古恩', '丹·阿布内特', '安迪·兰宁']","['克里斯·帕拉特', '佐伊·索尔达娜', '戴夫·巴蒂斯塔', '范·迪塞尔', '布莱德利·库珀', '凯伦·吉兰', '迈克尔·鲁克', '庞·克莱门捷夫', '伊丽莎白·德比茨基', '肖恩·古恩', '库尔特·拉塞尔', '克里斯·沙利文', '大卫·哈塞尔霍夫', '西尔维斯特·史泰龙', '杨紫琼']","['动作', '科幻', '冒险']", 美国, 英语,2017-05-05(中国大陆/美国),136分钟, tt3896198,8.0
187,黑豹 Black Panther,2018,['瑞恩·库格勒'],"['瑞恩·库格勒', '乔·罗伯特·科尔', '斯坦·李', '杰克·科比']","['查德维克·博斯曼', '露皮塔·尼永奥', '迈克尔·B·乔丹', '丹娜·奎里拉', '马丁·弗瑞曼', '丹尼尔·卡卢亚', '利蒂希娅·赖特', '温斯顿·杜克', '斯特林·K·布朗', '安吉拉·贝塞特', '福里斯特·惠特克', '安迪·瑟金斯', '弗洛伦丝·卡松巴', '约翰·卡尼', '大卫·S·李', '娜比娅·毕']","['动作', '科幻', '冒险']", 美国 / 南非, 英语 / 斯瓦希里语 / 科萨语 / 韩语,2018-03-09(中国大陆),134分钟, tt1825683,6.5
190,雷神3：诸神黄昏 Thor: Ragnarok,2017,['塔伊加·维迪提'],"['埃里克·皮尔森', '克雷格·凯尔', '克里斯托弗·约斯特', '斯坦·李', '拉里·利伯', '杰克·科比']","['克里斯·海姆斯沃斯', '汤姆·希德勒斯顿', '凯特·布兰切特', '伊德里斯·艾尔巴', '杰夫·高布伦', '泰莎·汤普森', '卡尔·厄本', '马克·鲁弗洛', '安东尼·霍普金斯', '本尼迪克特·康伯巴奇', '塔伊加·维迪提', '瑞切尔·豪斯', '克兰西·布朗', '浅野忠信', '雷·史蒂文森', '扎克瑞·莱维', '卢克·海姆斯沃斯', '马特·达蒙', '山姆·尼尔', '夏洛特·尼克道', '斯坦·李']","['动作', '奇幻', '冒险']", 美国, 英语,2017-11-03(美国/中国大陆),130分钟, tt3501632,7.4
197,"怪兽电力公司 Monsters, Inc.",2001,"['彼特·道格特', '大卫·西尔弗曼', '李·昂克里奇']","['安德鲁·斯坦顿', '丹尼尔·吉尔森', '罗伯特·L·贝尔德', '瑞特·里斯', '乔纳森·罗伯特 ', '彼特·道格特', '杰夫·皮金', '吉尔·卡尔顿', '拉夫·埃格尔斯顿']","['约翰·古德曼', '比利·克里斯托', '玛丽·吉布斯', '史蒂夫·布西密', '詹姆斯·柯本', '詹妮弗·提莉', '鲍勃·彼德森', '约翰·拉岑贝格', '弗兰克·奥兹', '丹尼尔·吉尔森', '邦尼·亨特', '杰克·安杰尔', '塞缪尔·洛德·布莱克', '史蒂夫·萨斯坎德']","['喜剧', '动画', '儿童', '奇幻', '冒险']", 美国, 英语,2001-11-02(美国),92分钟, tt0198781,8.8
